product_name,quantity_sold,sale_price,sale_date
Vape Juice 60ml,14,28.16,2023-05-16
E-Liquid Premium,24,56.34,2023-05-16
Zero Nicotine 30ml,4,17.67,2023-05-16
Zero Nicotine 30ml,5,51.1,2023-05-16
Nicotine Pods,10,97.35,2023-05-16
Vape Juice 30ml,22,23.25,2023-05-16
Nicotine Pods,4,24.12,2023-05-17
Replacement Coils,10,19.82,2023-05-17
Cotton Wicking,5,36.98,2023-05-17
Cotton Wicking,9,36.14,2023-05-17
Batteries,6,56.78,2023-05-17
Batteries,4,34.75,2023-05-17
Charger,2,23.39,2023-05-17
Charger,1,19.36,2023-05-17
Charger,4,21.87,2023-05-17
Tank Glass,2,16.81,2023-05-17
Tank Glass,3,19.58,2023-05-17
Drip Tips,6,38.45,2023-05-17
Battery 18650,5,16.5,2023-05-17
Nicotine Pods,4,41.51,2023-05-17
Zero Nicotine 30ml,6,16.87,2023-05-17
Zero Nicotine 30ml,2,40.13,2023-05-17
Pod Kit,12,42.65,2023-05-17
Vape Mod XL,7,47.14,2023-05-17
Zero Nicotine 30ml,3,28.15,2023-05-17
Atomizers,1,31.36,2023-05-17
Atomizers,5,43.94,2023-05-17
Atomizers,4,42.75,2023-05-17
Tanks,9,58.98,2023-05-17
Vape Juice 30ml,8,47.91,2023-05-17
Vape Juice 30ml,7,34.54,2023-05-17
Vape Juice 60ml,16,39.16,2023-05-17
E-Liquid Premium,20,63.38,2023-05-17
Vape Juice 30ml,9,54.07,2023-05-17
Replacement Coils,4,18.98,2023-05-18
Tank Glass,7,7.86,2023-05-18
Charger,4,30.48,2023-05-18
Charger,5,19.05,2023-05-18
Chargers,13,49.54,2023-05-18
Battery 18650,11,25.8,2023-05-18
Batteries,10,79.28,2023-05-18
Replacement Coils,2,10.27,2023-05-18
Drip Tips,8,16.72,2023-05-18
Zero Nicotine 30ml,16,5.0,2023-05-18
E-Liquid Premium,28,43.62,2023-05-18
Vape Juice 60ml,13,27.83,2023-05-18
Atomizers,12,67.97,2023-05-18
Tanks,7,59.75,2023-05-18
Tanks,6,93.3,2023-05-18
Vape Mod XL,2,48.57,2023-05-18
Vape Mod XL,6,64.82,2023-05-18
Pod Kit,17,56.97,2023-05-18
Nicotine Pods,11,13.33,2023-05-18
Battery 18650,14,19.26,2023-05-19
Chargers,15,35.38,2023-05-19
Charger,6,23.44,2023-05-19
Charger,3,16.15,2023-05-19
Drip Tips,5,19.38,2023-05-19
Tank Glass,5,18.54,2023-05-19
Tank Glass,4,9.4,2023-05-19
Batteries,5,55.46,2023-05-19
Drip Tips,5,23.33,2023-05-19
Tank Glass,6,14.81,2023-05-19
Batteries,4,24.49,2023-05-19
Batteries,6,54.0,2023-05-19
Replacement Coils,10,19.58,2023-05-19
Cotton Wicking,15,16.31,2023-05-19
Pod Kit,27,59.59,2023-05-19
Vape Mod XL,6,36.37,2023-05-19
Vape Mod XL,4,60.32,2023-05-19
Starter Kit,7,19.86,2023-05-19
Vape Mod XL,3,44.43,2023-05-19
Vape Juice 60ml,27,48.79,2023-05-19
E-Liquid Premium,19,67.46,2023-05-19
Zero Nicotine 30ml,15,20.86,2023-05-19
Nicotine Pods,23,28.31,2023-05-19
Vape Juice 30ml,35,41.16,2023-05-19
Drip Tips,6,35.5,2023-05-20
Replacement Coils,6,27.27,2023-05-20
Replacement Coils,6,11.9,2023-05-20
Replacement Coils,4,11.27,2023-05-20
Cotton Wicking,16,40.78,2023-05-20
Batteries,5,61.43,2023-05-20
Charger,3,28.53,2023-05-20
Batteries,4,35.67,2023-05-20
Battery 18650,10,21.66,2023-05-20
Chargers,9,42.32,2023-05-20
Charger,5,25.44,2023-05-20
Tank Glass,13,15.46,2023-05-20
Nicotine Pods,10,40.07,2023-05-20
Batteries,2,28.75,2023-05-20
Nicotine Pods,8,66.25,2023-05-20
Atomizers,5,77.33,2023-05-20
Zero Nicotine 30ml,9,28.37,2023-05-20
Pod Kit,8,49.32,2023-05-20
Pod Kit,10,41.24,2023-05-20
Vape Mod XL,4,44.27,2023-05-20
Vape Mod XL,5,35.59,2023-05-20
Vape Mod XL,3,56.17,2023-05-20
Starter Kit,10,40.73,2023-05-20
Zero Nicotine 30ml,7,43.54,2023-05-20
Atomizers,6,60.02,2023-05-20
Vape Juice 30ml,15,38.78,2023-05-20
Vape Juice 30ml,13,58.01,2023-05-20
E-Liquid Premium,13,70.34,2023-05-20
E-Liquid Premium,15,48.56,2023-05-20
Tanks,14,60.6,2023-05-20
Nicotine Pods,23,39.87,2023-05-21
Replacement Coils,15,5.0,2023-05-21
Cotton Wicking,26,34.14,2023-05-21
Batteries,14,5.0,2023-05-21
Battery 18650,14,7.18,2023-05-21
Chargers,18,49.89,2023-05-21
Tank Glass,4,17.45,2023-05-21
Tank Glass,5,20.74,2023-05-21
Tank Glass,6,17.72,2023-05-21
Drip Tips,6,38.21,2023-05-21
Drip Tips,6,38.99,2023-05-21
Zero Nicotine 30ml,10,11.83,2023-05-21
Charger,11,17.85,2023-05-21
Zero Nicotine 30ml,7,67.1,2023-05-21
Vape Juice 60ml,24,22.45,2023-05-21
Vape Mod XL,3,60.11,2023-05-21
Pod Kit,22,62.74,2023-05-21
E-Liquid Premium,20,53.26,2023-05-21
Vape Mod XL,5,62.3,2023-05-21
Starter Kit,8,49.59,2023-05-21
Tanks,6,53.91,2023-05-21
Tanks,3,69.49,2023-05-21
Atomizers,2,41.28,2023-05-21
Atomizers,3,63.26,2023-05-21
Atomizers,2,36.04,2023-05-21
Vape Juice 30ml,19,45.46,2023-05-21
Vape Juice 30ml,18,38.74,2023-05-21
Tanks,3,57.61,2023-05-21
Cotton Wicking,11,56.61,2023-05-22
Replacement Coils,4,28.61,2023-05-22
Replacement Coils,4,34.13,2023-05-22
Batteries,9,59.93,2023-05-22
Replacement Coils,5,21.3,2023-05-22
Chargers,12,59.46,2023-05-22
Charger,5,18.63,2023-05-22
Tank Glass,7,9.61,2023-05-22
Drip Tips,8,25.43,2023-05-22
Battery 18650,10,15.22,2023-05-22
Nicotine Pods,19,25.05,2023-05-22
Vape Juice 30ml,24,42.47,2023-05-22
E-Liquid Premium,18,42.18,2023-05-22
Pod Kit,8,61.13,2023-05-22
Vape Mod XL,4,43.45,2023-05-22
Vape Mod XL,5,68.18,2023-05-22
Tanks,11,52.2,2023-05-22
Pod Kit,8,43.28,2023-05-22
Vape Juice 60ml,4,54.66,2023-05-22
Vape Juice 60ml,5,47.94,2023-05-22
Vape Juice 60ml,3,47.91,2023-05-22
Atomizers,12,63.72,2023-05-22
Zero Nicotine 30ml,12,31.54,2023-05-22
Drip Tips,1,22.58,2023-05-23
Replacement Coils,3,7.55,2023-05-23
Drip Tips,2,28.55,2023-05-23
Tank Glass,5,22.1,2023-05-23
Tank Glass,3,22.07,2023-05-23
Charger,8,23.64,2023-05-23
Chargers,12,31.25,2023-05-23
Battery 18650,9,19.53,2023-05-23
Batteries,16,28.13,2023-05-23
Replacement Coils,2,32.51,2023-05-23
Replacement Coils,1,12.06,2023-05-23
Nicotine Pods,20,60.01,2023-05-23
E-Liquid Premium,15,55.5,2023-05-23
Vape Juice 60ml,6,15.36,2023-05-23
Vape Juice 60ml,7,30.11,2023-05-23
Vape Juice 30ml,26,65.22,2023-05-23
Atomizers,10,54.66,2023-05-23
Starter Kit,7,16.65,2023-05-23
Vape Mod XL,10,60.94,2023-05-23
Pod Kit,8,43.09,2023-05-23
Pod Kit,7,49.01,2023-05-23
Zero Nicotine 30ml,13,33.24,2023-05-23
Drip Tips,5,37.66,2023-05-24
Battery 18650,3,11.03,2023-05-24
Battery 18650,2,20.42,2023-05-24
Chargers,4,41.2,2023-05-24
Drip Tips,5,35.83,2023-05-24
Charger,6,22.01,2023-05-24
Tank Glass,6,40.1,2023-05-24
Tank Glass,4,5.37,2023-05-24
Cotton Wicking,5,57.93,2023-05-24
Chargers,1,59.56,2023-05-24
Cotton Wicking,5,50.32,2023-05-24
Cotton Wicking,8,34.3,2023-05-24
Replacement Coils,3,26.89,2023-05-24
Replacement Coils,4,28.98,2023-05-24
Vape Mod XL,4,65.47,2023-05-24
Starter Kit,6,32.94,2023-05-24
Tanks,12,62.48,2023-05-24
Atomizers,12,53.59,2023-05-24
Vape Mod XL,1,57.44,2023-05-24
E-Liquid Premium,16,60.48,2023-05-24
Zero Nicotine 30ml,13,29.38,2023-05-24
Nicotine Pods,8,70.35,2023-05-24
Nicotine Pods,8,20.17,2023-05-24
Vape Juice 60ml,14,41.3,2023-05-24
Replacement Coils,6,24.96,2023-05-25
Drip Tips,5,44.58,2023-05-25
Drip Tips,2,29.95,2023-05-25
Chargers,17,29.97,2023-05-25
Battery 18650,9,17.92,2023-05-25
Batteries,12,35.22,2023-05-25
Cotton Wicking,9,53.19,2023-05-25
Cotton Wicking,9,26.62,2023-05-25
Replacement Coils,7,16.46,2023-05-25
Zero Nicotine 30ml,16,37.07,2023-05-25
Vape Juice 60ml,24,39.6,2023-05-25
Vape Juice 30ml,10,39.36,2023-05-25
Vape Juice 30ml,8,40.08,2023-05-25
Vape Juice 30ml,8,35.02,2023-05-25
Atomizers,17,29.09,2023-05-25
Tanks,16,70.33,2023-05-25
Starter Kit,7,40.4,2023-05-25
Vape Mod XL,9,36.81,2023-05-25
Pod Kit,26,47.55,2023-05-25
E-Liquid Premium,33,69.84,2023-05-25
Nicotine Pods,10,53.31,2023-05-26
Nicotine Pods,12,42.7,2023-05-26
Replacement Coils,13,20.97,2023-05-26
Cotton Wicking,11,40.16,2023-05-26
Chargers,3,30.7,2023-05-26
Batteries,26,31.25,2023-05-26
Chargers,5,32.33,2023-05-26
Chargers,7,34.45,2023-05-26
Cotton Wicking,14,51.8,2023-05-26
Zero Nicotine 30ml,17,25.75,2023-05-26
Charger,9,19.94,2023-05-26
Vape Juice 30ml,43,46.37,2023-05-26
Atomizers,9,68.88,2023-05-26
Atomizers,8,54.76,2023-05-26
Tanks,16,68.95,2023-05-26
Starter Kit,9,43.94,2023-05-26
Starter Kit,8,40.84,2023-05-26
Vape Mod XL,14,57.77,2023-05-26
Pod Kit,13,65.56,2023-05-26
Pod Kit,12,58.29,2023-05-26
E-Liquid Premium,34,60.75,2023-05-26
Nicotine Pods,15,67.93,2023-05-27
Nicotine Pods,16,56.75,2023-05-27
Replacement Coils,23,33.32,2023-05-27
Cotton Wicking,9,46.93,2023-05-27
Cotton Wicking,10,46.88,2023-05-27
Tank Glass,6,23.79,2023-05-27
Charger,9,18.85,2023-05-27
Tank Glass,6,19.88,2023-05-27
Zero Nicotine 30ml,12,13.59,2023-05-27
Drip Tips,9,35.12,2023-05-27
Batteries,17,75.7,2023-05-27
Zero Nicotine 30ml,12,32.77,2023-05-27
Chargers,13,46.24,2023-05-27
Vape Juice 60ml,20,38.13,2023-05-27
Vape Juice 60ml,19,36.76,2023-05-27
Vape Juice 30ml,23,53.34,2023-05-27
Vape Juice 30ml,22,32.94,2023-05-27
Atomizers,9,39.28,2023-05-27
Atomizers,9,70.51,2023-05-27
Tanks,20,67.16,2023-05-27
Starter Kit,14,43.52,2023-05-27
Vape Mod XL,3,59.4,2023-05-27
Vape Mod XL,7,65.56,2023-05-27
Pod Kit,25,45.99,2023-05-27
E-Liquid Premium,28,70.66,2023-05-27
Replacement Coils,9,18.59,2023-05-28
Cotton Wicking,19,39.65,2023-05-28
Batteries,23,52.66,2023-05-28
Battery 18650,5,18.48,2023-05-28
Drip Tips,13,31.19,2023-05-28
Charger,1,31.32,2023-05-28
Charger,5,10.25,2023-05-28
Tank Glass,18,14.2,2023-05-28
Replacement Coils,11,18.27,2023-05-28
Battery 18650,4,27.97,2023-05-28
Nicotine Pods,29,38.04,2023-05-28
Vape Juice 30ml,39,16.84,2023-05-28
E-Liquid Premium,41,56.59,2023-05-28
Vape Juice 60ml,33,41.53,2023-05-28
Atomizers,19,37.42,2023-05-28
Tanks,14,53.57,2023-05-28
Tanks,14,58.22,2023-05-28
Vape Mod XL,8,47.82,2023-05-28
Vape Mod XL,7,45.99,2023-05-28
Pod Kit,12,55.03,2023-05-28
Pod Kit,14,57.24,2023-05-28
Zero Nicotine 30ml,22,42.76,2023-05-28
Batteries,13,77.08,2023-05-29
Battery 18650,5,28.71,2023-05-29
Battery 18650,5,14.47,2023-05-29
Chargers,6,20.38,2023-05-29
Chargers,4,33.62,2023-05-29
Tanks,13,38.46,2023-05-29
Charger,2,26.15,2023-05-29
Tank Glass,12,10.46,2023-05-29
Drip Tips,3,33.32,2023-05-29
Drip Tips,1,34.77,2023-05-29
Cotton Wicking,7,52.72,2023-05-29
Charger,2,22.32,2023-05-29
Cotton Wicking,5,56.28,2023-05-29
Vape Mod XL,4,49.56,2023-05-29
Replacement Coils,11,27.04,2023-05-29
Nicotine Pods,23,51.21,2023-05-29
Zero Nicotine 30ml,16,24.08,2023-05-29
Vape Juice 60ml,18,37.1,2023-05-29
Atomizers,13,48.84,2023-05-29
Starter Kit,7,20.26,2023-05-29
Vape Mod XL,1,48.54,2023-05-29
Vape Mod XL,1,94.23,2023-05-29
Cotton Wicking,5,91.07,2023-05-29
Pod Kit,13,56.45,2023-05-29
Pod Kit,11,51.01,2023-05-29
Cotton Wicking,15,24.23,2023-05-30
Batteries,12,24.98,2023-05-30
Battery 18650,3,17.86,2023-05-30
Battery 18650,5,20.69,2023-05-30
Chargers,7,56.33,2023-05-30
Drip Tips,4,21.01,2023-05-30
Charger,4,23.47,2023-05-30
Charger,2,20.39,2023-05-30
Drip Tips,4,27.44,2023-05-30
Replacement Coils,13,14.48,2023-05-30
Chargers,4,5.0,2023-05-30
Nicotine Pods,13,40.89,2023-05-30
Nicotine Pods,13,45.19,2023-05-30
Zero Nicotine 30ml,20,25.51,2023-05-30
Starter Kit,10,29.44,2023-05-30
Tanks,12,50.92,2023-05-30
Atomizers,5,63.02,2023-05-30
Atomizers,7,77.32,2023-05-30
Pod Kit,23,46.0,2023-05-30
Vape Juice 60ml,18,42.12,2023-05-30
E-Liquid Premium,9,51.62,2023-05-30
E-Liquid Premium,7,22.08,2023-05-30
E-Liquid Premium,8,41.7,2023-05-30
Vape Juice 30ml,26,41.44,2023-05-30
Nicotine Pods,23,20.63,2023-05-31
Drip Tips,1,24.9,2023-05-31
Drip Tips,5,22.7,2023-05-31
Charger,6,23.7,2023-05-31
Charger,2,18.96,2023-05-31
Chargers,14,36.08,2023-05-31
Battery 18650,11,7.12,2023-05-31
Batteries,19,55.2,2023-05-31
Cotton Wicking,22,27.56,2023-05-31
Replacement Coils,16,23.95,2023-05-31
Zero Nicotine 30ml,7,47.4,2023-05-31
Zero Nicotine 30ml,5,21.62,2023-05-31
Zero Nicotine 30ml,4,18.96,2023-05-31
Pod Kit,21,23.29,2023-05-31
Vape Mod XL,5,71.32,2023-05-31
Vape Mod XL,5,41.36,2023-05-31
Starter Kit,4,35.55,2023-05-31
Tanks,19,53.33,2023-05-31
Starter Kit,5,45.46,2023-05-31
Vape Juice 60ml,22,37.05,2023-05-31
E-Liquid Premium,9,56.45,2023-05-31
E-Liquid Premium,10,69.81,2023-05-31
E-Liquid Premium,12,53.2,2023-05-31
Vape Juice 30ml,30,29.93,2023-05-31
Nicotine Pods,8,48.6,2023-06-01
Zero Nicotine 30ml,8,46.19,2023-06-01
Zero Nicotine 30ml,9,6.61,2023-06-01
Nicotine Pods,8,21.13,2023-06-01
Nicotine Pods,7,41.91,2023-06-01
E-Liquid Premium,16,55.75,2023-06-01
Battery 18650,13,26.61,2023-06-01
Chargers,23,39.54,2023-06-01
Charger,8,24.47,2023-06-01
Tank Glass,11,8.72,2023-06-01
E-Liquid Premium,14,66.37,2023-06-01
Cotton Wicking,18,34.44,2023-06-01
Drip Tips,12,35.9,2023-06-01
Atomizers,8,38.86,2023-06-01
Vape Juice 60ml,23,43.44,2023-06-01
Vape Juice 30ml,49,65.41,2023-06-01
Atomizers,5,85.78,2023-06-01
Tanks,7,65.41,2023-06-01
Tanks,9,72.91,2023-06-01
Tanks,9,70.3,2023-06-01
Starter Kit,6,34.03,2023-06-01
Starter Kit,4,49.1,2023-06-01
Vape Mod XL,14,48.82,2023-06-01
Pod Kit,21,39.2,2023-06-01
E-Liquid Premium,16,42.56,2023-06-01
Batteries,31,33.24,2023-06-02
Replacement Coils,21,15.39,2023-06-02
Cotton Wicking,15,28.71,2023-06-02
Cotton Wicking,17,47.9,2023-06-02
Battery 18650,6,8.62,2023-06-02
Nicotine Pods,24,58.41,2023-06-02
Chargers,24,22.76,2023-06-02
Tank Glass,9,11.81,2023-06-02
Tank Glass,10,19.8,2023-06-02
Drip Tips,12,9.55,2023-06-02
Battery 18650,7,28.72,2023-06-02
Zero Nicotine 30ml,23,42.21,2023-06-02
Charger,13,20.23,2023-06-02
Vape Juice 60ml,17,51.1,2023-06-02
Pod Kit,12,56.9,2023-06-02
Pod Kit,14,52.42,2023-06-02
E-Liquid Premium,56,49.71,2023-06-02
Vape Mod XL,23,53.0,2023-06-02
Starter Kit,10,37.74,2023-06-02
Pod Kit,14,48.2,2023-06-02
Atomizers,20,41.82,2023-06-02
Vape Juice 30ml,47,45.6,2023-06-02
Vape Juice 60ml,15,56.39,2023-06-02
Vape Juice 60ml,13,43.37,2023-06-02
Starter Kit,8,48.32,2023-06-02
Batteries,20,21.71,2023-06-03
Drip Tips,14,29.01,2023-06-03
Tank Glass,22,12.34,2023-06-03
Charger,6,22.35,2023-06-03
Charger,6,16.07,2023-06-03
Chargers,23,48.83,2023-06-03
Battery 18650,5,23.52,2023-06-03
Battery 18650,8,31.81,2023-06-03
Battery 18650,8,16.68,2023-06-03
Cotton Wicking,26,45.67,2023-06-03
Replacement Coils,10,27.76,2023-06-03
Zero Nicotine 30ml,14,44.6,2023-06-03
Zero Nicotine 30ml,13,47.93,2023-06-03
Vape Juice 60ml,41,28.09,2023-06-03
Vape Juice 30ml,38,25.87,2023-06-03
Atomizers,20,43.79,2023-06-03
Tanks,30,64.92,2023-06-03
Starter Kit,9,19.81,2023-06-03
Starter Kit,8,27.19,2023-06-03
Vape Mod XL,13,46.44,2023-06-03
Replacement Coils,13,35.18,2023-06-03
Nicotine Pods,12,73.7,2023-06-04
Replacement Coils,25,5.71,2023-06-04
Cotton Wicking,8,33.82,2023-06-04
Cotton Wicking,12,42.13,2023-06-04
Cotton Wicking,10,42.97,2023-06-04
Charger,7,17.46,2023-06-04
Battery 18650,19,15.18,2023-06-04
Chargers,26,26.64,2023-06-04
Charger,5,15.04,2023-06-04
Batteries,27,41.84,2023-06-04
Nicotine Pods,11,31.18,2023-06-04
Tank Glass,17,19.69,2023-06-04
Zero Nicotine 30ml,14,31.16,2023-06-04
Pod Kit,27,48.95,2023-06-04
Vape Mod XL,15,41.05,2023-06-04
Starter Kit,5,35.02,2023-06-04
Starter Kit,2,20.78,2023-06-04
Starter Kit,6,45.01,2023-06-04
Nicotine Pods,15,67.06,2023-06-04
Vape Juice 30ml,55,41.49,2023-06-04
Vape Juice 60ml,30,40.17,2023-06-04
E-Liquid Premium,47,43.04,2023-06-04
Zero Nicotine 30ml,10,14.33,2023-06-04
Atomizers,29,60.35,2023-06-04
Nicotine Pods,21,73.66,2023-06-05
Tank Glass,15,5.0,2023-06-05
Charger,8,22.95,2023-06-05
Chargers,7,13.76,2023-06-05
Chargers,5,28.63,2023-06-05
Battery 18650,11,14.0,2023-06-05
Batteries,10,39.83,2023-06-05
Batteries,9,5.0,2023-06-05
Cotton Wicking,17,78.64,2023-06-05
Replacement Coils,13,19.48,2023-06-05
Zero Nicotine 30ml,14,16.57,2023-06-05
Drip Tips,8,25.64,2023-06-05
E-Liquid Premium,17,56.35,2023-06-05
Pod Kit,30,49.97,2023-06-05
Vape Mod XL,12,51.38,2023-06-05
Tanks,11,64.16,2023-06-05
Tanks,14,63.36,2023-06-05
Zero Nicotine 30ml,14,33.08,2023-06-05
Vape Juice 30ml,30,47.47,2023-06-05
Vape Juice 60ml,8,35.2,2023-06-05
Vape Juice 60ml,9,19.81,2023-06-05
E-Liquid Premium,17,25.72,2023-06-05
Atomizers,17,65.81,2023-06-05
Cotton Wicking,7,49.05,2023-06-06
Tank Glass,7,9.07,2023-06-06
Tank Glass,4,5.0,2023-06-06
Charger,7,20.08,2023-06-06
Battery 18650,10,21.47,2023-06-06
Batteries,9,24.04,2023-06-06
Batteries,11,26.25,2023-06-06
Cotton Wicking,8,37.82,2023-06-06
Cotton Wicking,8,37.24,2023-06-06
Drip Tips,5,39.25,2023-06-06
Nicotine Pods,9,54.49,2023-06-06
Zero Nicotine 30ml,21,31.76,2023-06-06
E-Liquid Premium,14,53.54,2023-06-06
E-Liquid Premium,12,38.7,2023-06-06
Vape Juice 30ml,13,39.63,2023-06-06
Vape Juice 30ml,15,43.39,2023-06-06
Tanks,8,48.62,2023-06-06
Tanks,4,39.45,2023-06-06
Vape Mod XL,7,60.3,2023-06-06
Vape Mod XL,6,32.22,2023-06-06
Pod Kit,24,52.23,2023-06-06
Nicotine Pods,13,75.29,2023-06-06
Cotton Wicking,12,16.46,2023-06-07
Cotton Wicking,12,56.63,2023-06-07
Batteries,16,21.74,2023-06-07
Drip Tips,7,27.06,2023-06-07
Battery 18650,12,21.0,2023-06-07
Tank Glass,4,8.66,2023-06-07
Charger,4,20.5,2023-06-07
Charger,5,13.32,2023-06-07
Tank Glass,8,14.01,2023-06-07
Replacement Coils,16,28.67,2023-06-07
Chargers,15,85.28,2023-06-07
Zero Nicotine 30ml,5,18.02,2023-06-07
Vape Juice 30ml,8,47.39,2023-06-07
E-Liquid Premium,14,38.2,2023-06-07
Pod Kit,27,48.13,2023-06-07
Vape Mod XL,14,42.22,2023-06-07
Tanks,15,62.8,2023-06-07
Atomizers,12,52.54,2023-06-07
Zero Nicotine 30ml,4,27.71,2023-06-07
Vape Juice 30ml,12,22.13,2023-06-07
Vape Juice 60ml,11,40.31,2023-06-07
Vape Juice 60ml,11,25.76,2023-06-07
E-Liquid Premium,15,42.13,2023-06-07
Vape Juice 30ml,10,34.15,2023-06-07
Nicotine Pods,7,32.08,2023-06-08
Tank Glass,6,16.66,2023-06-08
Tank Glass,8,31.88,2023-06-08
Charger,5,13.84,2023-06-08
Charger,2,24.54,2023-06-08
Battery 18650,11,24.36,2023-06-08
Batteries,22,59.23,2023-06-08
Replacement Coils,14,24.9,2023-06-08
Nicotine Pods,7,66.49,2023-06-08
Nicotine Pods,6,49.19,2023-06-08
Zero Nicotine 30ml,15,12.79,2023-06-08
E-Liquid Premium,38,54.31,2023-06-08
Vape Juice 60ml,22,33.78,2023-06-08
Vape Juice 30ml,13,37.67,2023-06-08
Vape Juice 30ml,13,56.21,2023-06-08
Atomizers,19,87.05,2023-06-08
Tanks,7,49.76,2023-06-08
Tanks,6,80.39,2023-06-08
Tanks,7,48.38,2023-06-08
Starter Kit,11,38.35,2023-06-08
Vape Mod XL,13,62.73,2023-06-08
Pod Kit,30,46.8,2023-06-08
Replacement Coils,11,23.87,2023-06-09
Cotton Wicking,25,53.72,2023-06-09
Batteries,9,27.43,2023-06-09
Batteries,8,34.92,2023-06-09
Drip Tips,4,18.28,2023-06-09
Charger,7,17.34,2023-06-09
Tank Glass,10,23.45,2023-06-09
Drip Tips,6,18.16,2023-06-09
Nicotine Pods,22,27.54,2023-06-09
Charger,7,15.15,2023-06-09
Zero Nicotine 30ml,9,33.98,2023-06-09
Replacement Coils,12,24.27,2023-06-09
E-Liquid Premium,35,55.95,2023-06-09
Vape Juice 30ml,48,58.26,2023-06-09
Atomizers,22,64.49,2023-06-09
Tanks,7,47.6,2023-06-09
Tanks,8,82.23,2023-06-09
Tanks,8,64.59,2023-06-09
Starter Kit,9,19.7,2023-06-09
Vape Mod XL,16,54.61,2023-06-09
Pod Kit,17,54.79,2023-06-09
Pod Kit,15,46.16,2023-06-09
Zero Nicotine 30ml,10,25.43,2023-06-09
Replacement Coils,5,21.77,2023-06-10
Replacement Coils,8,12.34,2023-06-10
Cotton Wicking,21,52.66,2023-06-10
Batteries,13,35.7,2023-06-10
Batteries,12,24.62,2023-06-10
Tank Glass,7,10.12,2023-06-10
Battery 18650,7,18.69,2023-06-10
Chargers,20,70.47,2023-06-10
Charger,10,10.31,2023-06-10
Tank Glass,5,13.53,2023-06-10
Tank Glass,3,5.74,2023-06-10
Battery 18650,8,20.07,2023-06-10
Nicotine Pods,13,59.79,2023-06-10
Nicotine Pods,16,31.21,2023-06-10
E-Liquid Premium,25,47.28,2023-06-10
Zero Nicotine 30ml,20,36.59,2023-06-10
Pod Kit,17,57.83,2023-06-10
Pod Kit,17,60.22,2023-06-10
Vape Mod XL,15,44.22,2023-06-10
Tanks,24,85.7,2023-06-10
Starter Kit,13,20.92,2023-06-10
Atomizers,5,50.63,2023-06-10
Atomizers,6,63.34,2023-06-10
Vape Juice 30ml,30,23.39,2023-06-10
Vape Juice 60ml,15,28.06,2023-06-10
Vape Juice 60ml,15,43.7,2023-06-10
Atomizers,3,52.59,2023-06-10
Cotton Wicking,17,40.07,2023-06-11
Nicotine Pods,32,60.14,2023-06-11
Drip Tips,5,41.17,2023-06-11
Replacement Coils,9,35.36,2023-06-11
Batteries,15,30.48,2023-06-11
Zero Nicotine 30ml,12,26.97,2023-06-11
Chargers,8,55.44,2023-06-11
Chargers,11,28.52,2023-06-11
Charger,12,20.94,2023-06-11
Tank Glass,10,14.97,2023-06-11
Drip Tips,4,47.01,2023-06-11
Battery 18650,14,10.15,2023-06-11
Zero Nicotine 30ml,11,30.38,2023-06-11
Replacement Coils,9,29.98,2023-06-11
E-Liquid Premium,19,61.18,2023-06-11
E-Liquid Premium,21,43.63,2023-06-11
Pod Kit,24,40.33,2023-06-11
Vape Mod XL,11,63.37,2023-06-11
Starter Kit,3,35.06,2023-06-11
Tanks,26,44.06,2023-06-11
Starter Kit,6,51.5,2023-06-11
Vape Juice 30ml,15,46.99,2023-06-11
Vape Juice 30ml,13,52.74,2023-06-11
Vape Juice 60ml,9,35.17,2023-06-11
Vape Juice 60ml,8,40.95,2023-06-11
Vape Juice 60ml,8,48.6,2023-06-11
Atomizers,19,61.25,2023-06-11
Battery 18650,6,17.88,2023-06-12
Replacement Coils,7,19.43,2023-06-12
Cotton Wicking,12,12.87,2023-06-12
Cotton Wicking,11,29.44,2023-06-12
Batteries,15,30.6,2023-06-12
Battery 18650,7,18.99,2023-06-12
Tank Glass,5,8.41,2023-06-12
Charger,4,24.21,2023-06-12
Charger,3,14.94,2023-06-12
Tank Glass,1,15.49,2023-06-12
Tank Glass,4,5.0,2023-06-12
Drip Tips,9,48.7,2023-06-12
Chargers,11,5.0,2023-06-12
Replacement Coils,8,21.56,2023-06-12
Zero Nicotine 30ml,17,17.06,2023-06-12
E-Liquid Premium,10,36.95,2023-06-12
Nicotine Pods,20,34.3,2023-06-12
Vape Mod XL,10,40.01,2023-06-12
Starter Kit,5,56.82,2023-06-12
Starter Kit,5,56.55,2023-06-12
Tanks,12,76.2,2023-06-12
Pod Kit,19,62.19,2023-06-12
Vape Juice 30ml,13,46.64,2023-06-12
Vape Juice 30ml,11,55.35,2023-06-12
Vape Juice 60ml,22,24.47,2023-06-12
E-Liquid Premium,11,37.9,2023-06-12
E-Liquid Premium,8,47.52,2023-06-12
Atomizers,14,57.73,2023-06-12
Replacement Coils,5,19.25,2023-06-13
Cotton Wicking,8,30.65,2023-06-13
Cotton Wicking,8,31.75,2023-06-13
Batteries,10,9.61,2023-06-13
Chargers,6,41.3,2023-06-13
Chargers,7,21.21,2023-06-13
Charger,5,22.68,2023-06-13
Tank Glass,11,6.65,2023-06-13
Drip Tips,5,30.0,2023-06-13
Battery 18650,12,23.32,2023-06-13
Replacement Coils,2,27.89,2023-06-13
Nicotine Pods,9,5.0,2023-06-13
Nicotine Pods,9,73.79,2023-06-13
